Year,Zone,Vaccine,# Immunized,# Eligible,% Coverage,95% CI,Year_Start,Gap_From_Target,Gap_Percentage_Points,Meets_Target,# Unvaccinated
2012-13,NOVA SCOTIA,HPV - Dose 1,4046,4685,0.8640000000000001,85.3-87.3,2012,0.08599999999999985,8.599999999999985,False,639
2012-13,NOVA SCOTIA,HPV - Dose 2,3925,4685,0.838,82.7-84.8,2012,0.11199999999999999,11.2,False,760
2012-13,NOVA SCOTIA,HPV - Dose 3,3618,4685,0.772,76.0-78.4,2012,0.17799999999999994,17.799999999999994,False,1067
2019-20,WESTERN,HBV,1324,1809,0.7318960751797,71.15-75.23,2019,0.21810392482029994,21.810392482029993,False,485
2019-20,NORTHERN,HBV,1270,1604,0.7917705735661,77.19-81.16,2019,0.15822942643389992,15.822942643389993,False,334
2019-20,EASTERN,HBV,1261,1546,0.8156532988357,79.63-83.5,2019,0.13434670116429992,13.434670116429992,False,285
2019-20,CENTRAL,HBV,3316,4238,0.7824445493157001,77.0-79.49,2019,0.1675554506842999,16.75554506842999,False,922
2019-20,NOVA SCOTIA,HBV,7171,9197,0.7797107752528,77.12-78.82,2019,0.17028922474719999,17.028922474719998,False,2026
2019-20,WESTERN,HPV,1380,1809,0.7628524046434001,74.33-78.25,2019,0.18714759535659986,18.714759535659987,False,429
2019-20,NORTHERN,HPV,1287,1604,0.8023690773066999,78.29-82.19,2019,0.14763092269330003,14.763092269330002,False,317
2019-20,EASTERN,HPV,1241,1546,0.8027166882276999,78.29-82.26,2019,0.14728331177230003,14.728331177230004,False,305
2019-20,CENTRAL,HPV,3378,4238,0.7970740915526,78.5-80.92,2019,0.15292590844739995,15.292590844739994,False,860
2019-20,NOVA SCOTIA,HPV,7286,9197,0.7922148526693,78.39-80.05,2019,0.15778514733069993,15.778514733069994,False,1911
2019-20,WESTERN,MEN-C-ACYW-135,1588,1809,0.8778330569374999,86.27-89.29,2019,0.07216694306250004,7.216694306250004,False,221
2019-20,NORTHERN,MEN-C-ACYW-135,1442,1604,0.8990024937655999,88.43-91.37,2019,0.050997506234400025,5.099750623440002,False,162
2019-20,EASTERN,MEN-C-ACYW-135,1371,1546,0.8868046571798,87.1-90.26,2019,0.0631953428202,6.319534282020001,False,175
2019-20,CENTRAL,MEN-C-ACYW-135,3779,4238,0.8916941953752,88.23-90.1,2019,0.05830580462479995,5.830580462479995,False,459
2019-20,NOVA SCOTIA,MEN-C-ACYW-135,8180,9197,0.8894204631945,88.3-89.58,2019,0.06057953680549999,6.057953680549999,False,1017
2019-20,WESTERN,TDAP,1437,1809,0.7943615257048,77.57-81.3,2019,0.15563847429519995,15.563847429519996,False,372
2019-20,NORTHERN,TDAP,1345,1604,0.8385286783042,82.05-85.65,2019,0.11147132169579999,11.147132169579999,False,259
2019-20,EASTERN,TDAP,1296,1546,0.8382923673997,81.99-85.66,2019,0.11170763260029992,11.170763260029993,False,250
2019-20,CENTRAL,TDAP,3506,4238,0.8272770174611,81.59-83.87,2019,0.1227229825388999,12.272298253889991,False,732
2019-20,NOVA SCOTIA,TDAP,7584,9197,0.8246167228444,81.68-83.24,2019,0.12538327715559994,12.538327715559994,False,1613
2020-21,WESTERN,HBV,1309,1848,0.7083333333333001,68.76-72.91,2020,0.2416666666666999,24.16666666666999,False,539
2020-21,NORTHERN,HBV,1172,1522,0.7700394218133999,74.89-79.12,2020,0.17996057818660005,17.996057818660006,False,350
2020-21,EASTERN,HBV,1092,1529,0.7141922825375999,69.15-73.68,2020,0.23580771746240003,23.580771746240003,False,437
2020-21,CENTRAL,HBV,3341,4634,0.7209753992231,70.81-73.39,2020,0.2290246007768999,22.90246007768999,False,1293
2020-21,NOVA SCOTIA,HBV,6914,9533,0.7252701143397,71.63-73.42,2020,0.22472988566029994,22.472988566029994,False,2619
2020-21,WESTERN,HPV,1336,1848,0.7229437229437,70.25-74.33,2020,0.22705627705629994,22.705627705629993,False,512
2020-21,NORTHERN,HPV,1173,1522,0.7706964520367999,74.96-79.18,2020,0.17930354796320003,17.930354796320003,False,349
2020-21,EASTERN,HPV,1088,1529,0.7115761935906001,68.89-73.43,2020,0.23842380640939986,23.842380640939986,False,441
2020-21,CENTRAL,HPV,3375,4634,0.7283124730255,71.55-74.11,2020,0.2216875269745,22.16875269745,False,1259
2020-21,NOVA SCOTIA,HPV,6972,9533,0.7313542431554001,72.25-74.03,2020,0.21864575684459986,21.864575684459986,False,2561
2020-21,WESTERN,MEN-C-ACYW-135,1600,1848,0.8658008658009,85.03-88.13,2020,0.08419913419909997,8.419913419909996,False,248
2020-21,NORTHERN,MEN-C-ACYW-135,1327,1522,0.8718791064389001,85.51-88.87,2020,0.07812089356109986,7.812089356109986,False,195
2020-21,EASTERN,MEN-C-ACYW-135,1302,1529,0.8515369522564,83.37-86.94,2020,0.09846304774359993,9.846304774359993,False,227
2020-21,CENTRAL,MEN-C-ACYW-135,4076,4634,0.8795856711265,87.02-88.9,2020,0.07041432887349997,7.0414328873499965,False,558
2020-21,NOVA SCOTIA,MEN-C-ACYW-135,8305,9533,0.8711843071436001,86.45-87.79,2020,0.07881569285639989,7.881569285639989,False,1228
2020-21,WESTERN,TDAP,1450,1848,0.784632034632,76.59-80.34,2020,0.16536796536799991,16.53679653679999,False,398
2020-21,NORTHERN,TDAP,1254,1522,0.8239159001314,80.48-84.31,2020,0.12608409986859992,12.608409986859993,False,268
2020-21,EASTERN,TDAP,1123,1529,0.7344669718769999,71.23-75.66,2020,0.21553302812300001,21.5533028123,False,406
2020-21,CENTRAL,TDAP,3708,4634,0.8001726370305999,78.87-81.17,2020,0.14982736296940002,14.982736296940002,False,926
2020-21,NOVA SCOTIA,TDAP,7535,9533,0.7904122521765999,78.22-79.86,2020,0.15958774782340002,15.95877478234,False,1998
2021-22,WESTERN,HBV,1371,1788,0.7668,74.66-78.58,2021,0.18319999999999992,18.319999999999993,False,417
2021-22,NORTHERN,HBV,1274,1603,0.7948000000000001,77.43-81.38,2021,0.1551999999999999,15.519999999999989,False,329
2021-22,EASTERN,HBV,1104,1504,0.7340000000000001,71.11-75.58,2021,0.21599999999999986,21.599999999999987,False,400
2021-22,CENTRAL,HBV,3688,4448,0.8291,81.78-83.99,2021,0.12090000000000001,12.09,False,760
2021-22,NOVA SCOTIA,HBV,7437,9343,0.7959999999999999,78.77-80.4,2021,0.15400000000000003,15.400000000000002,False,1906
2021-22,WESTERN,HPV,1410,1788,0.7886,76.91-80.69,2021,0.1614,16.14,False,378
2021-22,NORTHERN,HPV,1293,1603,0.8066,78.66-82.52,2021,0.14339999999999997,14.339999999999996,False,310
2021-22,EASTERN,HPV,1127,1504,0.7493000000000001,72.68-77.06,2021,0.20069999999999988,20.069999999999986,False,377
2021-22,CENTRAL,HPV,3781,4448,0.85,83.93-86.02,2021,0.09999999999999998,9.999999999999998,False,667
2021-22,NOVA SCOTIA,HPV,7611,9343,0.8146,80.66-82.24,2021,0.13539999999999996,13.539999999999996,False,1732
2021-22,WESTERN,MEN-C-ACYW-135,1542,1788,0.8623999999999999,84.57-87.76,2021,0.08760000000000001,8.760000000000002,False,246
2021-22,NORTHERN,MEN-C-ACYW-135,1425,1603,0.889,87.26-90.34,2021,0.06099999999999994,6.099999999999994,False,178
2021-22,EASTERN,MEN-C-ACYW-135,1269,1504,0.8438,82.45-86.12,2021,0.10619999999999996,10.619999999999996,False,235
2021-22,CENTRAL,MEN-C-ACYW-135,4135,4448,0.9296,92.17-93.68,2021,0.020399999999999974,2.0399999999999974,False,313
2021-22,NOVA SCOTIA,MEN-C-ACYW-135,8371,9343,0.8959999999999999,88.98-90.2,2021,0.05400000000000005,5.400000000000005,False,972
2021-22,WESTERN,TDAP,1478,1788,0.8266,80.84-84.35,2021,0.12339999999999995,12.339999999999996,False,310
2021-22,NORTHERN,TDAP,1355,1603,0.8453,82.67-86.22,2021,0.1046999999999999,10.46999999999999,False,248
2021-22,EASTERN,TDAP,1148,1504,0.7633,74.12-78.41,2021,0.18669999999999998,18.669999999999998,False,356
2021-22,CENTRAL,TDAP,3956,4448,0.8894,87.98-89.83,2021,0.06059999999999999,6.059999999999999,False,492
2021-22,NOVA SCOTIA,TDAP,7937,9343,0.8495,84.21-85.66,2021,0.10049999999999992,10.049999999999992,False,1406
